7.57783	6.61563	6.76386	7.93751	8.43618	7.64668	9.57943	7.26748	6.3394	5.90518	8.66871	7.94736	7.21852	8.75834	6.92889	6.4143	6.50798	9.20845	7.1531	7.23059	7.20726	7.66357	7.54865	8.41713	7.07107	8.60384	8.0944	8.62853	7.85842	6.97957	8.83753	8.81883	7.53306	7.42029	7.40999	7.7455	7.6087	9.54035	6.19605	7.63836	9.07596	6.43189	7.9999	7.00616	8.37081	7.69343	9.10024	8.7749	7.39793	7.23638	8.96195	9.48323	9.39897	6.72015	7.61921	7.53862	8.52066	9.31736	6.61945	8.41623	9.17008	8.3554	5.87079	6.87101	
6.51998	6.56574	8.16271	8.09058	6.87155	7.20051	6.78357	8.3265	7.3054	7.97088	8.94387	7.1275	7.44929	7.66931	7.62448	9.05844	6.3929	6.73506	8.03391	6.80619	7.38819	8.40121	8.97077	7.55054	8.49174	8.73847	9.11981	8.14745	7.98339	7.05064	8.8654	7.88589	6.22064	7.17994	8.84788	7.62723	8.19698	8.12586	8.15833	9.9141	8.28951	8.38025	7.18121	9.07338	6.4497	7.07606	7.01358	8.86194	7.84751	9.95108	7.73852	6.12903	6.40195	8.96261	8.37178	7.94478	7.15865	7.16923	6.92633	7.58052	8.29177	10.0076	7.01915	7.9341	
7.57945	8.5014	8.80615	7.86264	7.98371	8.33346	6.51259	7.3574	8.08004	7.73868	7.34893	6.51821	8.69178	7.53244	8.81035	7.61825	8.50224	8.72513	9.95783	8.89336	7.959	7.61913	7.13785	10.2613	7.79965	7.88617	7.27486	7.38974	7.66307	7.47629	9.15587	7.23345	7.04326	7.98517	8.05124	8.55393	7.72253	7.10842	10.0003	8.54394	6.47912	8.07687	9.6132	7.47099	6.79942	6.67881	8.09267	6.86549	7.94889	7.49612	7.32594	6.82999	9.37811	8.56008	8.70383	9.13641	8.22583	6.76907	7.4568	8.9924	7.43611	8.9612	6.91739	8.77418	
10.5132	9.61106	7.20129	9.83697	8.87977	7.48473	7.97893	8.02494	7.71572	8.58354	8.04533	8.77381	9.41348	8.0466	8.3954	9.87678	6.28533	8.12636	8.07054	7.05648	7.04895	8.36346	6.12122	7.87472	7.6059	8.56295	6.74919	7.6058	7.97994	8.053	8.92277	7.97836	6.63007	8.98756	9.31915	8.14742	8.18819	8.96329	6.68526	6.92139	8.68428	7.84018	7.50498	7.08486	7.6369	8.48625	8.05609	9.02649	8.88932	8.71292	7.92143	8.24815	9.13709	7.32086	8.74496	7.8243	7.06825	7.09636	8.68673	7.61216	8.01138	9.63839	7.64862	7.79451	
8.66296	7.21822	7.57375	7.64917	8.50559	8.85615	8.62886	9.03798	6.70376	7.9602	7.36705	9.49174	7.02258	7.62574	7.98379	8.48451	8.51452	8.33219	8.13652	9.61387	8.7266	10.1494	7.61854	9.35214	8.78693	8.91102	7.5437	7.59065	6.01937	8.0047	7.35204	8.57952	7.01651	7.85074	8.63393	7.79536	8.22774	7.29081	6.68842	7.96855	7.4937	7.24046	9.45968	7.83654	7.16496	7.81771	8.60319	7.79785	8.69954	7.38615	6.70633	7.43471	8.3304	9.06596	8.66587	6.0524	7.32536	7.0602	7.775	7.62951	7.35244	8.40885	6.7076	8.44872	
7.44359	6.77651	8.34438	8.93566	8.04759	10.2158	7.55649	7.99008	7.148	8.30223	7.7364	7.68112	9.06185	9.25501	8.01341	6.82843	7.452	9.48028	8.72418	7.00066	8.31199	8.3118	8.77708	8.124	8.07628	8.40267	10.0718	9.02739	8.04625	6.90135	8.94631	6.81399	8.77251	7.59997	8.11633	10.1049	6.16753	6.72419	8.42641	7.939	9.25769	10.2562	8.51442	8.24365	8.10606	8.10373	7.38555	7.72324	5.99147	6.62263	8.26428	8.13049	8.97867	7.88672	6.95121	6.86331	8.6182	7.76538	7.34776	8.99309	8.98377	9.16183	6.81883	9.39834	
9.00069	7.94976	8.14377	8.53611	8.19118	6.65659	8.76149	9.62567	9.24661	8.23171	7.45771	6.5257	8.30201	7.60506	8.8092	7.56341	6.83801	8.18835	7.35139	8.02348	7.60329	6.58341	8.02683	8.68657	8.23329	9.35488	5.59624	7.79357	7.61675	8.89474	7.62067	8.76305	7.53812	8.60098	8.45598	7.28503	8.64411	7.83522	7.52639	7.28246	9.5241	7.34278	8.54696	9.49556	8.8685	7.97874	7.31637	8.34927	8.57525	8.09508	7.02159	6.9401	8.99532	8.78842	8.54578	9.52786	7.81436	6.96821	10.0727	7.01734	8.43775	8.53381	7.62081	8.93173	
8.83707	9.03976	9.2489	7.51137	8.58419	9.66062	8.61791	7.76497	7.90855	9.64696	7.93135	8.21594	7.85747	7.48757	8.45173	9.08869	8.07245	7.02777	7.49426	7.90731	7.37391	7.68123	9.88848	8.71953	8.14774	8.71716	7.35316	8.00515	9.31734	8.06902	8.85681	8.94501	9.08587	7.35914	7.70053	6.42354	8.43587	7.04227	6.61924	10.5641	7.83226	8.37227	7.92365	7.47792	9.43678	7.87868	7.32388	7.48349	7.62201	5.94745	7.14087	8.15654	9.48147	5.905	7.8954	8.20602	9.00421	8.99892	9.75894	8.35315	5.65945	8.20011	8.28714	7.55496	
8.44711	8.78827	8.89863	7.72239	8.04732	9.04177	10.1777	6.90989	9.14337	7.02561	9.51075	8.12232	7.38149	9.42673	6.52283	7.12647	8.06654	7.72922	7.84779	6.60789	9.03226	8.06959	7.6405	9.43634	7.9439	7.29856	7.95161	8.05083	8.25006	8.1783	8.67007	6.816	8.78439	7.19677	7.56174	8.74015	7.90891	8.25832	8.79774	8.08624	5.94578	8.62012	7.43088	8.40988	7.2738	6.34587	7.25706	9.10054	9.95907	9.03053	6.40927	9.50764	8.13116	6.24729	8.19912	7.02793	7.80442	7.35216	7.18241	7.77522	8.69315	7.7166	8.25042	9.44219	
8.92593	8.16628	8.28818	8.74249	6.79893	10.8816	8.70182	6.80208	5.78116	6.95808	8.69326	10.5927	9.05421	7.65775	7.87729	8.14334	6.13133	10.1604	4.40956	7.98368	6.45327	8.17168	8.01398	7.25114	7.16639	7.47016	7.12301	7.03031	9.4358	6.32168	7.86895	7.06319	9.08083	6.58099	8.50525	8.49847	6.80647	7.13401	7.12372	9.53078	6.7606	8.41357	7.07464	6.83168	6.73283	9.05047	10.4233	7.52981	9.84729	8.49283	8.12767	7.13424	7.24606	8.62314	7.0937	7.14574	8.41368	8.64638	6.52288	9.15694	7.13033	10.6308	10.0006	9.30739	
