7.75398	9.10335	7.39273	7.35857	7.96057	5.74166	8.5908	8.09587	7.09174	8.2421	7.62854	7.97319	8.10021	6.30616	7.86566	8.23793	8.24815	7.33176	7.5803	8.5014	7.06694	8.08941	7.31263	7.4084	8.02087	8.28024	4.52229	8.09507	7.53458	5.90499	7.93775	8.48704	7.33407	8.24866	6.55643	8.87083	7.21242	8.77432	9.5166	8.67366	8.09563	8.5324	7.36956	8.2467	7.06283	8.79232	8.69139	7.42092	8.20813	7.39056	7.27327	7.40368	8.26128	7.93191	8.21245	7.98436	8.23443	7.39559	10.4226	6.70314	8.33412	9.0014	5.89621	6.30313	
8.53157	9.08947	6.84677	8.43025	7.19698	8.11529	7.50607	6.65146	7.21957	7.47953	7.58364	8.23161	9.14454	7.40974	6.92337	9.8022	8.22483	7.84241	10.0528	10.1583	6.48426	9.22888	10.5241	7.24004	7.38037	8.25893	7.86834	7.65473	9.05173	7.11059	8.79891	9.55838	8.7388	7.22286	9.88638	9.3026	7.1062	6.7817	7.60495	9.09844	8.64986	9.24799	6.4824	8.15192	8.0506	8.44162	6.70848	8.09425	7.33565	8.35603	7.60886	7.92003	7.22946	8.34368	8.08332	8.05838	8.46171	10.0854	8.02684	8.52201	7.77213	8.60936	8.45296	8.38292	
7.8551	6.06631	8.76229	8.63444	5.82206	6.94815	7.82876	7.62029	5.83257	8.2087	9.27545	9.65384	5.97316	8.71855	6.62882	6.97119	8.87053	8.08349	8.72604	6.93751	8.25209	7.55153	7.85303	7.12625	7.25885	8.85097	8.00343	7.04841	6.8251	7.83327	8.5418	9.1493	7.77877	7.9255	7.20059	9.38037	7.7883	7.53058	7.34708	9.67104	7.88276	7.16535	7.18664	10.2684	7.92139	7.20822	7.59519	7.74608	8.92531	5.82709	6.88216	8.5677	8.45397	8.1389	6.83503	8.68809	6.64387	8.77202	6.68597	8.59527	8.37495	6.82851	6.88571	7.52879	
8.20464	7.90653	7.85986	5.92193	6.56748	7.65776	8.64658	7.64884	8.10404	8.09136	8.58734	9.4288	9.19347	8.72935	8.79448	9.46223	9.27432	7.72612	8.99145	7.26863	8.81932	9.21593	6.65869	8.13983	7.08248	9.82926	7.26586	6.97981	9.00124	7.81399	6.80031	9.58791	8.12193	7.79536	7.81263	9.76845	7.24969	9.80616	8.8843	8.29734	7.09735	6.27452	9.95107	6.16575	8.42143	8.25516	10.1036	9.51706	8.17279	8.37024	9.50237	8.70481	7.57382	8.79792	5.98507	9.13453	8.69259	7.58765	7.25146	8.36578	7.41307	9.01399	8.09316	7.55573	
8.10528	7.74061	6.58005	6.54232	7.99135	9.96365	9.07261	7.88216	6.60588	6.8406	7.24037	7.63271	6.24037	8.85549	9.01084	8.49698	7.87651	8.10131	8.47993	8.61644	9.11195	6.40397	7.46692	8.51988	7.72842	8.83666	8.99103	8.27514	6.90462	7.64563	6.43522	9.00174	6.86775	7.33024	7.8265	7.98085	8.8539	8.36544	7.40905	8.13079	9.57552	8.81075	9.56059	7.84021	7.78621	8.72267	6.87104	6.05885	9.05253	7.58929	7.60969	6.78174	7.41262	7.25276	7.76683	8.11808	7.17344	8.60502	9.01614	8.14066	9.72232	7.47447	7.84501	8.35306	
7.70571	9.32216	7.48325	8.10766	8.59537	9.72502	8.57458	8.00205	6.88944	8.15178	9.6085	8.50013	6.97493	7.43591	8.92264	7.18613	9.29223	8.41487	7.63845	8.04579	9.30422	7.18741	5.52834	8.36637	7.96685	10.7342	10.6796	7.41705	7.90907	8.37717	7.60957	7.55915	7.23234	8.37026	7.33717	7.20427	8.15404	8.42759	9.13535	8.82546	6.81825	8.94402	8.88457	7.74626	7.27262	8.38014	7.38691	8.58715	7.98308	9.18659	10.3222	7.40659	6.62558	8.58865	8.19232	7.80584	7.83355	7.06297	8.23372	9.54948	6.36846	9.22243	6.73189	8.75293	
6.53829	8.35996	10.7664	7.27129	8.23004	8.61411	6.37431	8.42093	7.91037	8.40355	9.28	9.87017	6.99227	7.49178	7.77071	7.787	7.61196	7.32546	6.86713	8.82264	7.29212	8.61066	7.92125	6.97816	8.80087	8.48662	8.53759	8.54471	5.92229	7.77943	8.80032	7.98204	6.9695	7.57623	7.9067	8.38659	10.1341	6.45107	8.63528	8.38103	5.75174	8.62806	8.19558	8.38708	5.70196	8.39466	8.90021	6.26603	8.25307	9.04307	9.83959	7.68906	7.4621	7.24016	5.5099	7.71572	6.54472	6.63341	6.89677	8.06554	8.42409	6.30813	10.2678	7.4337	
6.58047	7.02862	7.02493	9.00701	9.92087	6.67725	9.02943	8.08396	6.27051	8.90421	8.02871	6.70394	8.88466	7.55717	7.37472	7.99823	7.90366	8.57308	5.66594	7.22489	7.99939	9.25906	6.87411	8.79648	7.01206	8.55064	7.61154	8.65738	7.20875	8.84202	8.34904	9.54907	5.88055	7.01591	6.29267	8.23379	8.77184	8.59237	7.5314	7.01206	8.74708	8.75463	9.38301	7.73718	6.79575	7.79031	7.63625	6.23899	7.70556	9.03851	7.64107	7.86421	7.37188	7.77297	5.79458	9.59438	8.70894	8.67793	8.25307	7.76319	8.4367	7.25138	6.99616	8.52591	
5.50644	7.42104	7.74559	8.83496	6.83719	7.38789	8.4944	9.20063	6.69708	8.92743	6.46642	7.99254	7.29874	8.17889	6.95527	6.66414	6.33297	8.52064	8.75406	8.95616	8.71296	6.91839	8.99194	7.3319	9.49159	8.80081	7.92656	8.30427	8.40202	9.21343	8.16899	8.52354	8.90743	10.1183	7.62194	8.51832	8.06039	6.70013	7.55368	8.44519	8.21154	8.55517	7.44636	6.95537	9.57626	7.29814	7.29371	8.99225	6.42828	8.75892	9.58538	7.91041	7.74018	8.94386	8.42836	7.53062	7.05488	7.61479	8.20874	7.47548	9.72696	8.04224	9.3449	8.1234	
9.69389	6.4327	9.40631	5.80335	5.80113	2.87953	2.12256	3.16199	8.161	3.59499	14.4665	9.95534	9.16681	3.34268	4.74063	8.71932	7.55208	10.8178	5.55985	7.91158	5.03648	8.83729	13.1913	9.12654	7.83695	7.70252	4.93571	6.24283	12.361	9.66986	12.9491	13.0782	9.24574	7.46607	11.2025	9.86333	8.03434	9.02146	6.01211	7.70983	10.2356	10.0865	8.30778	14.5488	6.45244	9.80128	9.8884	9.77574	3.69112	8.09765	12.73	6.82534	10.2776	3.61161	10.0045	9.50239	14.4519	12.5567	6.81781	4.75767	10.3012	5.95174	3.55898	1.31342	
